종목,청산 요일,날짜,주 기준일,청산 목표일,실제 청산일,보유 거래일,진입 종가,청산 종가,수익률(%),제외 사유,만기월
QQQ,금요일,1999-03-19,1999-03-19,1999-03-26,1999-03-26,5,51.2188,51.75,1.04,,3
QQQ,금요일,1999-04-16,1999-04-16,1999-04-23,1999-04-23,5,51.9688,55.3125,6.43,,4
QQQ,금요일,1999-05-21,1999-05-21,1999-05-28,1999-05-28,5,52.875,52.0312,-1.6,,5
QQQ,금요일,1999-06-18,1999-06-18,1999-06-25,1999-06-25,5,55.0625,54.6875,-0.68,,6
QQQ,금요일,1999-07-16,1999-07-16,1999-07-23,1999-07-23,5,61.375,57.2812,-6.67,,7
QQQ,금요일,1999-08-20,1999-08-20,1999-08-27,1999-08-27,5,57.9688,59.875,3.29,,8
QQQ,금요일,1999-09-17,1999-09-17,1999-09-24,1999-09-24,5,63.3125,60.0781,-5.11,,9
QQQ,금요일,1999-10-15,1999-10-15,1999-10-22,1999-10-22,5,59.875,61.9688,3.5,,10
QQQ,금요일,1999-11-19,1999-11-19,1999-11-26,1999-11-26,4,75.7812,77.6875,2.52,,11
QQQ,금요일,1999-12-17,1999-12-17,1999-12-24,1999-12-23,4,83.7812,90.2188,7.68,,12
QQQ,금요일,2000-01-21,2000-01-21,2000-01-28,2000-01-28,5,96.25,86.0,-10.65,,1
QQQ,금요일,2000-02-18,2000-02-18,2000-02-25,2000-02-25,4,98.4375,104.0625,5.71,,2
QQQ,금요일,2000-03-17,2000-03-17,2000-03-24,2000-03-24,5,110.8125,117.5625,6.09,,3
QQQ,금요일,2000-04-20,2000-04-21,2000-04-28,2000-04-28,5,87.25,94.75,8.6,,4
QQQ,금요일,2000-05-19,2000-05-19,2000-05-26,2000-05-26,5,81.6875,77.75,-4.82,,5
QQQ,금요일,2000-06-16,2000-06-16,2000-06-23,2000-06-23,5,94.25,91.5,-2.92,,6
QQQ,금요일,2000-07-21,2000-07-21,2000-07-28,2000-07-28,5,97.0,86.875,-10.44,,7
QQQ,금요일,2000-08-18,2000-08-18,2000-08-25,2000-08-25,5,95.25,98.0312,2.92,,8
QQQ,금요일,2000-09-15,2000-09-15,2000-09-22,2000-09-22,5,91.3125,92.9375,1.78,,9
QQQ,금요일,2000-10-20,2000-10-20,2000-10-27,2000-10-27,5,86.3125,79.7188,-7.64,,10
QQQ,금요일,2000-11-17,2000-11-17,2000-11-24,2000-11-24,4,72.8281,70.4375,-3.28,,11
QQQ,금요일,2000-12-15,2000-12-15,2000-12-22,2000-12-22,5,63.875,60.5,-5.28,,12
QQQ,금요일,2001-01-19,2001-01-19,2001-01-26,2001-01-26,5,66.3125,65.5469,-1.15,,1
QQQ,금요일,2001-02-16,2001-02-16,2001-02-23,2001-02-23,4,55.13,51.18,-7.16,,2
QQQ,금요일,2001-03-16,2001-03-16,2001-03-23,2001-03-23,5,41.2,42.8,3.88,,3
QQQ,금요일,2001-04-20,2001-04-20,2001-04-27,2001-04-27,5,48.4,45.15,-6.71,,4
QQQ,금요일,2001-05-18,2001-05-18,2001-05-25,2001-05-25,5,48.04,48.99,1.98,,5
QQQ,금요일,2001-06-15,2001-06-15,2001-06-22,2001-06-22,5,42.6,43.25,1.53,,6
QQQ,금요일,2001-07-20,2001-07-20,2001-07-27,2001-07-27,5,41.65,41.95,0.72,,7
QQQ,금요일,2001-08-17,2001-08-17,2001-08-24,2001-08-24,5,37.76,39.3,4.08,,8
QQQ,금요일,2001-09-21,2001-09-21,2001-09-28,2001-09-28,5,28.19,28.98,2.8,,9
QQQ,금요일,2001-10-19,2001-10-19,2001-10-26,2001-10-26,5,33.55,36.01,7.33,,10
QQQ,금요일,2001-11-16,2001-11-16,2001-11-23,2001-11-23,4,39.37,39.28,-0.23,,11
QQQ,금요일,2001-12-21,2001-12-21,2001-12-28,2001-12-28,4,39.48,40.33,2.15,,12
QQQ,금요일,2002-01-18,2002-01-18,2002-01-25,2002-01-25,4,38.59,38.83,0.62,,1
QQQ,금요일,2002-02-15,2002-02-15,2002-02-22,2002-02-22,4,35.78,33.65,-5.95,,2
QQQ,금요일,2002-03-15,2002-03-15,2002-03-22,2002-03-22,5,37.23,36.68,-1.48,,3
QQQ,금요일,2002-04-19,2002-04-19,2002-04-26,2002-04-26,5,34.46,31.04,-9.92,,4
QQQ,금요일,2002-05-17,2002-05-17,2002-05-24,2002-05-24,5,32.93,31.24,-5.13,,5
QQQ,금요일,2002-06-21,2002-06-21,2002-06-28,2002-06-28,5,25.82,26.1,1.08,,6
QQQ,금요일,2002-07-19,2002-07-19,2002-07-26,2002-07-26,5,23.99,22.67,-5.5,,7
QQQ,금요일,2002-08-16,2002-08-16,2002-08-23,2002-08-23,5,24.7,25.15,1.82,,8
QQQ,금요일,2002-09-20,2002-09-20,2002-09-27,2002-09-27,5,21.67,21.31,-1.66,,9
QQQ,금요일,2002-10-18,2002-10-18,2002-10-25,2002-10-25,5,23.81,24.7,3.74,,10
QQQ,금요일,2002-11-15,2002-11-15,2002-11-22,2002-11-22,5,26.44,27.72,4.84,,11
QQQ,금요일,2002-12-20,2002-12-20,2002-12-27,2002-12-27,4,25.32,24.82,-1.97,,12
QQQ,금요일,2003-01-17,2003-01-17,2003-01-24,2003-01-24,4,25.31,24.82,-1.94,,1
QQQ,금요일,2003-02-21,2003-02-21,2003-02-28,2003-02-28,5,25.17,25.16,-0.04,,2
QQQ,금요일,2003-03-21,2003-03-21,2003-03-28,2003-03-28,5,27.17,26.08,-4.01,,3
QQQ,금요일,2003-04-17,2003-04-18,2003-04-25,2003-04-25,5,26.82,26.95,0.48,,4
QQQ,금요일,2003-05-16,2003-05-16,2003-05-23,2003-05-23,5,28.7,28.1,-2.09,,5
QQQ,금요일,2003-06-20,2003-06-20,2003-06-27,2003-06-27,5,30.38,29.83,-1.81,,6
QQQ,금요일,2003-07-18,2003-07-18,2003-07-25,2003-07-25,5,31.28,31.8,1.66,,7
QQQ,금요일,2003-08-15,2003-08-15,2003-08-22,2003-08-22,5,31.17,32.44,4.07,,8
QQQ,금요일,2003-09-19,2003-09-19,2003-09-26,2003-09-26,5,34.58,32.58,-5.78,,9
QQQ,금요일,2003-10-17,2003-10-17,2003-10-24,2003-10-24,5,34.61,34.2,-1.18,,10
QQQ,금요일,2003-11-21,2003-11-21,2003-11-28,2003-11-28,4,34.23,35.38,3.36,,11
QQQ,금요일,2003-12-19,2003-12-19,2003-12-26,2003-12-26,4,35.46,35.85,1.1,,12
QQQ,금요일,2004-01-16,2004-01-16,2004-01-23,2004-01-23,4,38.57,38.01,-1.45,,1
QQQ,금요일,2004-02-20,2004-02-20,2004-02-27,2004-02-27,5,36.86,36.57,-0.79,,2
QQQ,금요일,2004-03-19,2004-03-19,2004-03-26,2004-03-26,5,34.75,35.22,1.35,,3
QQQ,금요일,2004-04-16,2004-04-16,2004-04-23,2004-04-23,5,36.09,37.21,3.1,,4
QQQ,금요일,2004-05-21,2004-05-21,2004-05-28,2004-05-28,5,35.02,36.55,4.37,,5
QQQ,금요일,2004-06-18,2004-06-18,2004-06-25,2004-06-25,5,36.44,37.33,2.44,,6
QQQ,금요일,2004-07-16,2004-07-16,2004-07-23,2004-07-23,5,34.67,34.21,-1.33,,7
QQQ,금요일,2004-08-20,2004-08-20,2004-08-27,2004-08-27,5,34.01,34.56,1.62,,8
QQQ,금요일,2004-09-17,2004-09-17,2004-09-24,2004-09-24,5,35.43,34.8,-1.78,,9
QQQ,금요일,2004-10-15,2004-10-15,2004-10-22,2004-10-22,5,35.63,35.8,0.48,,10
QQQ,금요일,2004-11-19,2004-11-19,2004-11-26,2004-11-26,4,38.68,39.21,1.37,,11
QQQ,금요일,2004-12-17,2004-12-17,2004-12-24,2004-12-23,4,39.47,39.76,0.73,,12
QQQ,금요일,2005-01-21,2005-01-21,2005-01-28,2005-01-28,5,37.05,36.92,-0.35,,1
QQQ,금요일,2005-02-18,2005-02-18,2005-02-25,2005-02-25,4,37.35,37.62,0.72,,2
QQQ,금요일,2005-03-18,2005-03-18,2005-03-25,2005-03-24,4,36.51,36.27,-0.66,,3
QQQ,금요일,2005-04-15,2005-04-15,2005-04-22,2005-04-22,5,34.74,35.09,1.01,,4
QQQ,금요일,2005-05-20,2005-05-20,2005-05-27,2005-05-27,5,37.66,38.21,1.46,,5
QQQ,금요일,2005-06-17,2005-06-17,2005-06-24,2005-06-24,5,37.87,36.97,-2.38,,6
QQQ,금요일,2005-07-15,2005-07-15,2005-07-22,2005-07-22,5,38.89,39.42,1.36,,7
QQQ,금요일,2005-08-19,2005-08-19,2005-08-26,2005-08-26,5,38.82,38.46,-0.93,,8
QQQ,금요일,2005-09-16,2005-09-16,2005-09-23,2005-09-23,5,39.4,38.75,-1.65,,9
QQQ,금요일,2005-10-21,2005-10-21,2005-10-28,2005-10-28,5,38.55,38.32,-0.6,,10
QQQ,금요일,2005-11-18,2005-11-18,2005-11-25,2005-11-25,4,41.45,41.89,1.06,,11
QQQ,금요일,2005-12-16,2005-12-16,2005-12-23,2005-12-23,5,41.58,41.4,-0.43,,12
QQQ,금요일,2006-01-20,2006-01-20,2006-01-27,2006-01-27,5,41.25,42.11,2.08,,1
QQQ,금요일,2006-02-17,2006-02-17,2006-02-24,2006-02-24,4,41.21,41.26,0.12,,2
QQQ,금요일,2006-03-17,2006-03-17,2006-03-24,2006-03-24,5,41.45,41.3,-0.36,,3
QQQ,금요일,2006-04-21,2006-04-21,2006-04-28,2006-04-28,5,42.0,41.85,-0.36,,4
QQQ,금요일,2006-05-19,2006-05-19,2006-05-26,2006-05-26,5,39.35,39.49,0.36,,5
QQQ,금요일,2006-06-16,2006-06-16,2006-06-23,2006-06-23,5,38.34,38.15,-0.5,,6
QQQ,금요일,2006-07-21,2006-07-21,2006-07-28,2006-07-28,5,35.7,37.11,3.95,,7
QQQ,금요일,2006-08-18,2006-08-18,2006-08-25,2006-08-25,5,38.79,38.32,-1.21,,8
QQQ,금요일,2006-09-15,2006-09-15,2006-09-22,2006-09-22,5,40.11,39.87,-0.6,,9
QQQ,금요일,2006-10-20,2006-10-20,2006-10-27,2006-10-27,5,42.0,42.21,0.5,,10
QQQ,금요일,2006-11-17,2006-11-17,2006-11-24,2006-11-24,4,44.3,44.65,0.79,,11
QQQ,금요일,2006-12-15,2006-12-15,2006-12-22,2006-12-22,5,44.43,42.93,-3.38,,12
QQQ,금요일,2007-01-19,2007-01-19,2007-01-26,2007-01-26,5,44.17,43.57,-1.36,,1
QQQ,금요일,2007-02-16,2007-02-16,2007-02-23,2007-02-23,4,44.71,45.26,1.23,,2
QQQ,금요일,2007-03-16,2007-03-16,2007-03-23,2007-03-23,5,42.83,44.12,3.01,,3
QQQ,금요일,2007-04-20,2007-04-20,2007-04-27,2007-04-27,5,45.4,46.57,2.58,,4
QQQ,금요일,2007-05-18,2007-05-18,2007-05-25,2007-05-25,5,46.71,46.45,-0.56,,5
QQQ,금요일,2007-06-15,2007-06-15,2007-06-22,2007-06-22,5,47.76,47.29,-0.98,,6
QQQ,금요일,2007-07-20,2007-07-20,2007-07-27,2007-07-27,5,50.05,47.99,-4.12,,7
QQQ,금요일,2007-08-17,2007-08-17,2007-08-24,2007-08-24,5,46.31,48.2,4.08,,8
QQQ,금요일,2007-09-21,2007-09-21,2007-09-28,2007-09-28,5,50.36,51.41,2.08,,9
QQQ,금요일,2007-10-19,2007-10-19,2007-10-26,2007-10-26,5,52.44,53.93,2.84,,10
QQQ,금요일,2007-11-16,2007-11-16,2007-11-23,2007-11-23,4,50.28,49.84,-0.88,,11
QQQ,금요일,2007-12-21,2007-12-21,2007-12-28,2007-12-28,4,51.85,51.82,-0.06,,12
QQQ,금요일,2008-01-18,2008-01-18,2008-01-25,2008-01-25,4,45.35,43.99,-3.0,,1
QQQ,금요일,2008-02-15,2008-02-15,2008-02-22,2008-02-22,4,43.82,43.68,-0.32,,2
QQQ,금요일,2008-03-20,2008-03-21,2008-03-28,2008-03-28,5,43.09,43.49,0.93,,3
QQQ,금요일,2008-04-18,2008-04-18,2008-04-25,2008-04-25,5,46.71,47.15,0.94,,4
QQQ,금요일,2008-05-16,2008-05-16,2008-05-23,2008-05-23,5,50.01,48.2,-3.62,,5
QQQ,금요일,2008-06-20,2008-06-20,2008-06-27,2008-06-27,5,47.42,45.65,-3.73,,6
QQQ,금요일,2008-07-18,2008-07-18,2008-07-25,2008-07-25,5,44.59,45.27,1.53,,7
QQQ,금요일,2008-08-15,2008-08-15,2008-08-22,2008-08-22,5,48.16,47.49,-1.39,,8
QQQ,금요일,2008-09-19,2008-09-19,2008-09-26,2008-09-26,5,42.9,41.08,-4.24,,9
QQQ,금요일,2008-10-17,2008-10-17,2008-10-24,2008-10-24,5,32.3,29.51,-8.64,,10
QQQ,금요일,2008-11-21,2008-11-21,2008-11-28,2008-11-28,4,26.67,29.12,9.19,,11
QQQ,금요일,2008-12-19,2008-12-19,2008-12-26,2008-12-26,4,29.86,29.13,-2.44,,12
QQQ,금요일,2009-01-16,2009-01-16,2009-01-23,2009-01-23,4,29.42,28.9,-1.77,,1
QQQ,금요일,2009-02-20,2009-02-20,2009-02-27,2009-02-27,5,28.87,27.53,-4.64,,2
QQQ,금요일,2009-03-20,2009-03-20,2009-03-27,2009-03-27,5,29.18,30.82,5.62,,3
QQQ,금요일,2009-04-17,2009-04-17,2009-04-24,2009-04-24,5,33.31,33.69,1.14,,4
QQQ,금요일,2009-05-15,2009-05-15,2009-05-22,2009-05-22,5,33.37,33.54,0.51,,5
QQQ,금요일,2009-06-19,2009-06-19,2009-06-26,2009-06-26,5,36.16,36.37,0.58,,6
QQQ,금요일,2009-07-17,2009-07-17,2009-07-24,2009-07-24,5,37.56,39.05,3.97,,7
QQQ,금요일,2009-08-21,2009-08-21,2009-08-28,2009-08-28,5,40.29,40.44,0.37,,8
QQQ,금요일,2009-09-18,2009-09-18,2009-09-25,2009-09-25,5,42.44,41.7,-1.74,,9
QQQ,금요일,2009-10-16,2009-10-16,2009-10-23,2009-10-23,5,42.78,43.13,0.82,,10
QQQ,금요일,2009-11-20,2009-11-20,2009-11-27,2009-11-27,4,43.44,43.51,0.16,,11
QQQ,금요일,2009-12-18,2009-12-18,2009-12-25,2009-12-24,4,44.46,45.98,3.42,,12
QQQ,금요일,2010-01-15,2010-01-15,2010-01-22,2010-01-22,4,45.85,44.16,-3.69,,1
QQQ,금요일,2010-02-19,2010-02-19,2010-02-26,2010-02-26,5,44.83,44.76,-0.16,,2
QQQ,금요일,2010-03-19,2010-03-19,2010-03-26,2010-03-26,5,47.49,48.0,1.07,,3
QQQ,금요일,2010-04-16,2010-04-16,2010-04-23,2010-04-23,5,49.53,50.52,2.0,,4
QQQ,금요일,2010-05-21,2010-05-21,2010-05-28,2010-05-28,5,44.84,45.6,1.69,,5
QQQ,금요일,2010-06-18,2010-06-18,2010-06-25,2010-06-25,5,47.0,45.27,-3.68,,6
QQQ,금요일,2010-07-16,2010-07-16,2010-07-23,2010-07-23,5,44.34,46.06,3.88,,7
QQQ,금요일,2010-08-20,2010-08-20,2010-08-27,2010-08-27,5,44.92,44.07,-1.89,,8
QQQ,금요일,2010-09-17,2010-09-17,2010-09-24,2010-09-24,5,47.99,49.66,3.48,,9
QQQ,금요일,2010-10-15,2010-10-15,2010-10-22,2010-10-22,5,51.49,51.64,0.29,,10
QQQ,금요일,2010-11-19,2010-11-19,2010-11-26,2010-11-26,4,52.47,52.77,0.57,,11
QQQ,금요일,2010-12-17,2010-12-17,2010-12-24,2010-12-23,4,54.52,54.74,0.4,,12
QQQ,금요일,2011-01-21,2011-01-21,2011-01-28,2011-01-28,5,55.68,55.73,0.09,,1
QQQ,금요일,2011-02-18,2011-02-18,2011-02-25,2011-02-25,4,58.73,57.65,-1.84,,2
QQQ,금요일,2011-03-18,2011-03-18,2011-03-25,2011-03-25,5,54.45,56.84,4.39,,3
QQQ,금요일,2011-04-15,2011-04-15,2011-04-22,2011-04-21,4,56.65,58.34,2.98,,4
QQQ,금요일,2011-05-20,2011-05-20,2011-05-27,2011-05-27,5,57.77,57.43,-0.59,,5
QQQ,금요일,2011-06-17,2011-06-17,2011-06-24,2011-06-24,5,53.79,54.38,1.1,,6
QQQ,금요일,2011-07-15,2011-07-15,2011-07-22,2011-07-22,5,57.85,59.6,3.03,,7
QQQ,금요일,2011-08-19,2011-08-19,2011-08-26,2011-08-26,5,50.03,53.13,6.2,,8
QQQ,금요일,2011-09-16,2011-09-16,2011-09-23,2011-09-23,5,56.59,54.15,-4.31,,9
QQQ,금요일,2011-10-21,2011-10-21,2011-10-28,2011-10-28,5,57.3,58.94,2.86,,10
QQQ,금요일,2011-11-18,2011-11-18,2011-11-25,2011-11-25,4,55.4,52.88,-4.55,,11
QQQ,금요일,2011-12-16,2011-12-16,2011-12-23,2011-12-23,5,54.86,56.08,2.22,,12
QQQ,금요일,2012-01-20,2012-01-20,2012-01-27,2012-01-27,5,59.77,60.4,1.05,,1
QQQ,금요일,2012-02-17,2012-02-17,2012-02-24,2012-02-24,4,63.43,63.96,0.84,,2
QQQ,금요일,2012-03-16,2012-03-16,2012-03-23,2012-03-23,5,66.52,66.94,0.63,,3
QQQ,금요일,2012-04-20,2012-04-20,2012-04-27,2012-04-27,5,65.68,67.24,2.38,,4
QQQ,금요일,2012-05-18,2012-05-18,2012-05-25,2012-05-25,5,60.81,62.07,2.07,,5
QQQ,금요일,2012-06-15,2012-06-15,2012-06-22,2012-06-22,5,62.99,63.35,0.57,,6
QQQ,금요일,2012-07-20,2012-07-20,2012-07-27,2012-07-27,5,64.24,64.87,0.98,,7
QQQ,금요일,2012-08-17,2012-08-17,2012-08-24,2012-08-24,5,68.32,68.29,-0.04,,8
QQQ,금요일,2012-09-21,2012-09-21,2012-09-28,2012-09-28,5,70.15,68.57,-2.25,,9
QQQ,금요일,2012-10-19,2012-10-19,2012-10-26,2012-10-26,5,65.68,65.35,-0.5,,10
QQQ,금요일,2012-11-16,2012-11-16,2012-11-23,2012-11-23,4,62.3,64.9,4.17,,11
QQQ,금요일,2012-12-21,2012-12-21,2012-12-28,2012-12-28,4,65.2,63.78,-2.18,,12
QQQ,금요일,2013-01-18,2013-01-18,2013-01-25,2013-01-25,4,67.07,67.0,-0.1,,1
QQQ,금요일,2013-02-15,2013-02-15,2013-02-22,2013-02-22,4,67.75,67.14,-0.9,,2
QQQ,금요일,2013-03-15,2013-03-15,2013-03-22,2013-03-22,5,68.51,68.59,0.12,,3
QQQ,금요일,2013-04-19,2013-04-19,2013-04-26,2013-04-26,5,68.09,69.57,2.17,,4
QQQ,금요일,2013-05-17,2013-05-17,2013-05-24,2013-05-24,5,74.3,73.41,-1.2,,5
QQQ,금요일,2013-06-21,2013-06-21,2013-06-28,2013-06-28,5,70.43,71.27,1.19,,6
QQQ,금요일,2013-07-19,2013-07-19,2013-07-26,2013-07-26,5,74.59,75.37,1.05,,7
QQQ,금요일,2013-08-16,2013-08-16,2013-08-23,2013-08-23,5,75.48,76.67,1.58,,8
QQQ,금요일,2013-09-20,2013-09-20,2013-09-27,2013-09-27,5,78.99,79.07,0.1,,9
QQQ,금요일,2013-10-18,2013-10-18,2013-10-25,2013-10-25,5,82.15,82.9,0.91,,10
QQQ,금요일,2013-11-15,2013-11-15,2013-11-22,2013-11-22,5,83.96,83.99,0.04,,11
QQQ,금요일,2013-12-20,2013-12-20,2013-12-27,2013-12-27,4,86.5,87.52,1.18,,12
QQQ,금요일,2014-01-17,2014-01-17,2014-01-24,2014-01-24,4,87.88,86.74,-1.3,,1
QQQ,금요일,2014-02-21,2014-02-21,2014-02-28,2014-02-28,5,89.93,90.34,0.46,,2
QQQ,금요일,2014-03-21,2014-03-21,2014-03-28,2014-03-28,5,89.0,87.05,-2.19,,3
QQQ,금요일,2014-04-17,2014-04-18,2014-04-25,2014-04-25,5,86.2,86.19,-0.01,,4
QQQ,금요일,2014-05-16,2014-05-16,2014-05-23,2014-05-23,5,87.71,89.88,2.47,,5
QQQ,금요일,2014-06-20,2014-06-20,2014-06-27,2014-06-27,5,92.77,93.75,1.06,,6
QQQ,금요일,2014-07-18,2014-07-18,2014-07-25,2014-07-25,5,96.12,96.74,0.65,,7
QQQ,금요일,2014-08-15,2014-08-15,2014-08-22,2014-08-22,5,97.4,99.05,1.69,,8
QQQ,금요일,2014-09-19,2014-09-19,2014-09-26,2014-09-26,5,99.98,98.78,-1.2,,9
QQQ,금요일,2014-10-17,2014-10-17,2014-10-24,2014-10-24,5,93.0,98.62,6.04,,10
QQQ,금요일,2014-11-21,2014-11-21,2014-11-28,2014-11-28,4,103.87,106.01,2.06,,11
QQQ,금요일,2014-12-19,2014-12-19,2014-12-26,2014-12-26,4,104.32,105.04,0.69,,12
QQQ,금요일,2015-01-16,2015-01-16,2015-01-23,2015-01-23,4,100.82,104.26,3.41,,1
QQQ,금요일,2015-02-20,2015-02-20,2015-02-27,2015-02-27,5,108.41,108.4,-0.01,,2
QQQ,금요일,2015-03-20,2015-03-20,2015-03-27,2015-03-27,5,108.53,105.52,-2.77,,3
QQQ,금요일,2015-04-17,2015-04-17,2015-04-24,2015-04-24,5,106.01,110.54,4.27,,4
QQQ,금요일,2015-05-15,2015-05-15,2015-05-22,2015-05-22,5,109.58,110.47,0.81,,5
QQQ,금요일,2015-06-19,2015-06-19,2015-06-26,2015-06-26,5,109.89,109.27,-0.56,,6
QQQ,금요일,2015-07-17,2015-07-17,2015-07-24,2015-07-24,5,113.59,111.1,-2.19,,7
QQQ,금요일,2015-08-21,2015-08-21,2015-08-28,2015-08-28,5,102.4,105.62,3.14,,8
QQQ,금요일,2015-09-18,2015-09-18,2015-09-25,2015-09-25,5,105.35,102.92,-2.31,,9
QQQ,금요일,2015-10-16,2015-10-16,2015-10-23,2015-10-23,5,108.12,112.78,4.31,,10
QQQ,금요일,2015-11-20,2015-11-20,2015-11-27,2015-11-27,4,114.48,114.31,-0.15,,11
QQQ,금요일,2015-12-18,2015-12-18,2015-12-25,2015-12-24,4,109.83,112.59,2.51,,12
QQQ,금요일,2016-01-15,2016-01-15,2016-01-22,2016-01-22,4,100.84,103.77,2.91,,1
QQQ,금요일,2016-02-19,2016-02-19,2016-02-26,2016-02-26,5,101.63,103.43,1.77,,2
QQQ,금요일,2016-03-18,2016-03-18,2016-03-25,2016-03-24,4,107.37,107.26,-0.1,,3
QQQ,금요일,2016-04-15,2016-04-15,2016-04-22,2016-04-22,5,110.64,108.98,-1.5,,4
QQQ,금요일,2016-05-20,2016-05-20,2016-05-27,2016-05-27,5,106.47,110.13,3.44,,5
QQQ,금요일,2016-06-17,2016-06-17,2016-06-24,2016-06-24,5,106.49,104.29,-2.07,,6
QQQ,금요일,2016-07-15,2016-07-15,2016-07-22,2016-07-22,5,111.8,113.65,1.65,,7
QQQ,금요일,2016-08-19,2016-08-19,2016-08-26,2016-08-26,5,117.26,116.78,-0.41,,8
QQQ,금요일,2016-09-16,2016-09-16,2016-09-23,2016-09-23,5,117.29,118.33,0.89,,9
QQQ,금요일,2016-10-21,2016-10-21,2016-10-28,2016-10-28,5,118.15,117.1,-0.89,,10
QQQ,금요일,2016-11-18,2016-11-18,2016-11-25,2016-11-25,4,117.32,118.8,1.26,,11
QQQ,금요일,2016-12-16,2016-12-16,2016-12-23,2016-12-23,5,119.6,120.2,0.5,,12
QQQ,금요일,2017-01-20,2017-01-20,2017-01-27,2017-01-27,5,123.25,125.8,2.07,,1
QQQ,금요일,2017-02-17,2017-02-17,2017-02-24,2017-02-24,4,129.81,130.26,0.35,,2
QQQ,금요일,2017-03-17,2017-03-17,2017-03-24,2017-03-24,5,131.69,130.63,-0.8,,3
QQQ,금요일,2017-04-21,2017-04-21,2017-04-28,2017-04-28,5,132.56,135.99,2.59,,4
QQQ,금요일,2017-05-19,2017-05-19,2017-05-26,2017-05-26,5,137.84,141.22,2.45,,5
QQQ,금요일,2017-06-16,2017-06-16,2017-06-23,2017-06-23,5,138.15,141.24,2.24,,6
QQQ,금요일,2017-07-21,2017-07-21,2017-07-28,2017-07-28,5,144.11,143.84,-0.19,,7
QQQ,금요일,2017-08-18,2017-08-18,2017-08-25,2017-08-25,5,141.23,141.97,0.52,,8
QQQ,금요일,2017-09-15,2017-09-15,2017-09-22,2017-09-22,5,146.06,144.32,-1.19,,9
QQQ,금요일,2017-10-20,2017-10-20,2017-10-27,2017-10-27,5,148.71,151.24,1.7,,10
QQQ,금요일,2017-11-17,2017-11-17,2017-11-24,2017-11-24,4,153.95,156.26,1.5,,11
QQQ,금요일,2017-12-15,2017-12-15,2017-12-22,2017-12-22,5,157.65,157.37,-0.18,,12
QQQ,금요일,2018-01-19,2018-01-19,2018-01-26,2018-01-26,5,166.34,170.93,2.76,,1
QQQ,금요일,2018-02-16,2018-02-16,2018-02-23,2018-02-23,4,164.96,168.17,1.95,,2
QQQ,금요일,2018-03-16,2018-03-16,2018-03-23,2018-03-23,5,171.02,158.51,-7.31,,3
QQQ,금요일,2018-04-20,2018-04-20,2018-04-27,2018-04-27,5,162.3,162.09,-0.13,,4
QQQ,금요일,2018-05-18,2018-05-18,2018-05-25,2018-05-25,5,167.46,169.72,1.35,,5
QQQ,금요일,2018-06-15,2018-06-15,2018-06-22,2018-06-22,5,176.98,175.32,-0.94,,6
QQQ,금요일,2018-07-20,2018-07-20,2018-07-27,2018-07-27,5,178.99,177.62,-0.77,,7
QQQ,금요일,2018-08-17,2018-08-17,2018-08-24,2018-08-24,5,179.86,182.48,1.46,,8
QQQ,금요일,2018-09-21,2018-09-21,2018-09-28,2018-09-28,5,183.71,185.79,1.13,,9
QQQ,금요일,2018-10-19,2018-10-19,2018-10-26,2018-10-26,5,173.02,166.66,-3.68,,10
QQQ,금요일,2018-11-16,2018-11-16,2018-11-23,2018-11-23,4,167.5,159.21,-4.95,,11
QQQ,금요일,2018-12-21,2018-12-21,2018-12-28,2018-12-28,4,147.57,152.97,3.66,,12
QQQ,금요일,2019-01-18,2019-01-18,2019-01-25,2019-01-25,4,165.25,165.15,-0.06,,1
QQQ,금요일,2019-02-15,2019-02-15,2019-02-22,2019-02-22,4,171.94,172.89,0.55,,2
QQQ,금요일,2019-03-15,2019-03-15,2019-03-22,2019-03-22,5,178.35,178.56,0.12,,3
QQQ,금요일,2019-04-18,2019-04-19,2019-04-26,2019-04-26,5,187.39,190.65,1.74,,4
QQQ,금요일,2019-05-17,2019-05-17,2019-05-24,2019-05-24,5,183.04,178.16,-2.67,,5
QQQ,금요일,2019-06-21,2019-06-21,2019-06-28,2019-06-28,5,188.57,186.74,-0.97,,6
QQQ,금요일,2019-07-19,2019-07-19,2019-07-26,2019-07-26,5,191.01,195.29,2.24,,7
QQQ,금요일,2019-08-16,2019-08-16,2019-08-23,2019-08-23,5,185.48,182.07,-1.84,,8
QQQ,금요일,2019-09-20,2019-09-20,2019-09-27,2019-09-27,5,190.8,187.03,-1.98,,9
QQQ,금요일,2019-10-18,2019-10-18,2019-10-25,2019-10-25,5,191.69,195.64,2.06,,10
QQQ,금요일,2019-11-15,2019-11-15,2019-11-22,2019-11-22,5,202.91,201.83,-0.53,,11
QQQ,금요일,2019-12-20,2019-12-20,2019-12-27,2019-12-27,4,211.71,213.61,0.9,,12
QQQ,금요일,2020-01-17,2020-01-17,2020-01-24,2020-01-24,4,223.38,222.7,-0.3,,1
QQQ,금요일,2020-02-21,2020-02-21,2020-02-28,2020-02-28,5,230.27,205.8,-10.63,,2
QQQ,금요일,2020-03-20,2020-03-20,2020-03-27,2020-03-27,5,170.7,185.3,8.55,,3
QQQ,금요일,2020-04-17,2020-04-17,2020-04-24,2020-04-24,5,215.29,213.84,-0.67,,4
QQQ,금요일,2020-05-15,2020-05-15,2020-05-22,2020-05-22,5,223.27,229.66,2.86,,5
