종목,가격기준,테스트,파라미터,시작연도,방향,시대 구간,날짜,종가,등락률(%),당시 순위,사건 번호,z-score,종가 1일,종가 1주,종가 1개월,종가 3개월,종가 6개월,종가 1년,익일시가 1일,익일시가 1주,익일시가 1개월,익일시가 3개월,익일시가 6개월,익일시가 1년
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2019-07-29,26930.0,-1.34,466,59,-1.61,0.04,-4.31,-4.96,2.71,9.13,12.48,-0.06,-4.4,-5.05,2.62,9.03,12.37
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2019-08-05,25770.0,-2.16,203,59,-2.84,-1.4,-0.74,1.69,10.36,17.54,24.56,0.89,1.57,4.05,12.92,20.27,27.46
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2019-11-21,27830.0,-1.47,405,60,-1.81,0.49,1.28,6.11,3.52,-3.61,26.55,0.36,1.15,5.98,3.39,-3.73,26.4
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2020-01-06,29235.0,-0.76,858,61,-0.94,1.01,3.93,4.04,-16.06,-1.9,48.16,0.34,3.24,3.35,-16.62,-2.55,47.18
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2020-03-16,23640.0,-3.63,49,62,-2.4,-2.24,-13.22,6.43,19.54,36.55,74.87,1.47,-9.92,10.47,24.08,41.73,81.51
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2021-01-29,41125.0,-2.25,210,63,-1.58,2.49,4.44,2.36,2.19,3.79,-10.59,2.8,4.76,2.67,2.5,4.11,-10.32
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2021-03-09,41215.0,-0.63,1062,64,-0.39,-0.57,2.71,5.05,5.0,2.09,-12.56,-1.87,1.36,3.68,3.63,0.75,-13.7
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2021-05-03,42025.0,-0.64,1060,65,-0.58,0.84,1.99,3.2,1.57,-7.21,-18.22,0.74,1.88,3.09,1.46,-7.31,-18.3
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2021-07-21,42660.0,-0.51,1226,66,-0.66,1.24,0.81,-5.9,-6.26,-11.86,-24.09,0.65,0.22,-6.44,-6.8,-12.37,-24.53
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2021-08-10,42900.0,-0.65,1057,66,-1.0,-0.9,-3.58,-5.07,-7.96,-13.34,-23.72,-0.63,-3.32,-4.81,-7.71,-13.11,-23.51
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2021-11-26,38510.0,-1.84,318,67,-1.9,-0.79,1.87,3.56,-5.34,-8.97,-18.35,0.24,2.93,4.63,-4.36,-8.03,-17.5
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2022-01-18,38520.0,-0.77,971,68,-0.78,-0.73,-4.76,-3.17,-6.58,-16.98,-13.66,-0.04,-4.1,-2.5,-5.93,-16.4,-13.06
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2022-01-26,36570.0,-0.31,1536,68,-0.3,-3.46,0.36,-0.31,-3.27,-11.96,-11.84,-3.54,0.27,-0.4,-3.35,-12.04,-11.91
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2022-05-11,34370.0,-0.01,2203,69,-0.01,-1.64,1.45,-3.99,-5.56,-6.34,-4.84,-0.63,2.5,-3.0,-4.59,-5.38,-3.87
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2022-06-14,32870.0,-0.39,1447,70,-0.37,-1.78,-3.59,-6.24,-4.85,-4.59,4.34,-1.59,-3.4,-6.05,-4.66,-4.4,4.54
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2022-08-22,32300.0,-1.3,586,71,-1.14,-1.25,-2.04,-6.66,-2.59,0.28,3.11,-0.56,-1.36,-6.0,-1.9,0.98,3.83
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2022-09-19,30660.0,-0.71,1073,71,-0.6,0.34,-5.25,-5.66,0.13,3.8,8.68,-0.36,-5.91,-6.32,-0.57,3.08,7.92
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2022-09-26,29050.0,-2.45,173,71,-2.2,0.19,-0.31,3.32,4.23,10.45,10.17,0.1,-0.4,3.23,4.14,10.35,10.08
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2022-11-21,31480.0,-0.77,1030,72,-0.57,-0.71,-0.75,-3.29,3.4,6.97,7.59,-0.48,-0.51,-3.06,3.65,7.23,7.85
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2022-12-07,30870.0,-0.56,1272,72,-0.42,0.0,1.59,-0.86,1.81,12.31,10.69,-0.08,1.51,-0.94,1.73,12.22,10.6
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2023-03-10,31430.0,-1.09,747,73,-0.97,0.81,0.48,5.44,10.31,7.62,16.83,0.35,0.02,4.96,9.8,7.13,16.29
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2023-04-25,32930.0,-1.26,626,74,-1.22,-0.11,-0.74,2.52,5.18,-5.6,13.76,-0.03,-0.67,2.6,5.26,-5.53,13.84
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2023-05-12,32420.0,-0.48,1422,74,-0.5,0.28,3.29,6.42,4.86,3.24,13.16,0.49,3.51,6.65,5.09,3.46,13.4
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2023-07-07,33290.0,-1.42,528,75,-2.06,-0.17,4.7,2.52,-0.69,2.34,17.41,-0.31,4.54,2.37,-0.84,2.19,17.23
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2023-07-20,34350.0,-0.3,1699,75,-0.4,0.1,0.83,-4.12,-7.31,-1.92,10.99,0.84,1.57,-3.42,-6.63,-1.2,11.8
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2023-08-16,33185.0,-1.5,487,75,-1.81,-0.3,-0.57,2.91,1.15,8.42,10.08,0.32,0.05,3.55,1.77,9.1,10.76
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2023-09-21,33320.0,-1.75,377,76,-2.04,-0.36,-3.95,-6.8,6.8,13.97,4.1,0.59,-3.03,-5.91,7.82,15.06,5.09
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2024-01-08,34855.0,-0.33,1694,77,-0.27,-0.37,-1.84,0.29,7.8,13.13,-3.5,-1.66,-3.1,-1.01,6.41,11.67,-4.74
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2024-04-15,37030.0,-0.44,1529,78,-0.4,-2.31,-2.24,0.32,6.33,-5.87,-8.17,-1.07,-1.0,1.6,7.68,-4.68,-7.0
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2024-07-22,38240.0,-1.0,870,79,-1.04,0.29,-0.42,-3.56,-8.72,-14.93,12.92,-0.45,-1.16,-4.27,-9.4,-15.56,12.08
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2024-09-05,34650.0,-0.16,2111,80,-0.09,-0.89,-0.68,1.41,-6.19,2.96,38.38,-0.97,-0.75,1.34,-6.26,2.88,38.28
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2024-10-04,34340.0,-0.04,2418,80,-0.02,1.59,2.33,-0.36,-2.91,-4.43,56.71,1.34,2.08,-0.61,-3.15,-4.66,56.33
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2024-11-08,34080.0,-0.12,2224,81,-0.1,-1.61,-5.85,-7.48,0.84,2.23,59.07,-0.99,-5.26,-6.9,1.48,2.88,60.08
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2024-11-29,32640.0,-1.89,334,81,-1.59,0.18,-0.93,-1.99,4.79,20.08,76.64,-0.79,-1.9,-2.94,3.78,18.92,74.92
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2024-12-09,31530.0,-2.49,173,81,-2.16,2.03,4.66,6.68,11.43,28.89,85.84,1.04,3.64,5.64,10.35,27.64,84.03
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2025-01-02,31990.0,-0.22,2012,81,-0.19,2.0,5.3,5.22,-1.42,34.5,121.18,2.03,5.33,5.25,-1.39,34.54,121.25
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2025-04-07,31550.0,-5.69,15,82,-5.08,-0.05,4.69,8.61,36.29,62.41,199.52,-1.91,2.74,6.58,33.75,59.38,193.93
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2025-08-20,42500.0,-0.6,1385,83,-0.52,0.25,1.52,12.14,27.55,121.46,,0.01,1.28,11.88,27.25,120.94,
KODEX 200,원본가,테스트 B(연속 등락),N=4,2005,연속 하락,전체,2026-03-31,75430.0,-4.13,45,84,-1.15,8.94,9.73,33.96,63.77,,,2.8,3.55,26.41,54.54,,
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2005-04-25,12340.0,0.49,246,1,0.49,-0.41,-4.13,-1.62,13.21,22.57,52.43,-0.73,-4.44,-1.94,12.84,22.17,51.94
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2005-07-04,13050.0,0.08,349,2,0.08,-0.15,2.38,9.73,22.68,39.39,28.24,-0.38,2.14,9.48,22.4,39.07,27.94
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2005-07-29,14260.0,0.6,252,2,0.71,0.25,-1.93,-3.16,4.0,28.54,18.51,0.25,-1.93,-3.16,4.0,28.54,18.51
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2005-08-12,14555.0,0.59,257,2,0.68,-1.27,-1.41,2.78,11.03,18.86,19.68,-1.1,-1.24,2.96,11.22,19.06,19.89
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2005-09-12,14915.0,0.3,323,3,0.29,0.3,3.39,2.28,14.92,17.06,18.74,-0.27,2.8,1.7,14.27,16.4,18.07
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2005-11-04,15710.0,0.32,334,4,0.22,-0.38,2.93,6.94,12.06,20.81,16.17,-0.73,2.57,6.57,11.67,20.39,15.76
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2005-12-06,16840.0,0.24,367,5,0.17,0.8,2.05,8.31,2.73,-4.69,7.3,0.62,1.87,8.12,2.55,-4.86,7.11
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2005-12-29,18100.0,0.89,229,5,0.67,0.5,1.85,1.82,-0.61,-7.35,0.06,-0.6,0.74,0.71,-1.69,-8.36,-1.04
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2006-01-31,18430.0,0.55,307,6,0.48,-1.38,-4.67,-2.06,1.55,-7.98,2.52,-1.28,-4.56,-1.96,1.66,-7.88,2.63
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2006-04-05,18270.0,0.11,443,7,0.08,0.79,-0.3,3.89,-8.98,-4.41,10.02,0.35,-0.74,3.43,-9.37,-4.82,9.54
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2006-10-16,17815.0,0.56,361,8,0.56,-0.39,0.56,3.09,2.95,13.42,37.44,-0.42,0.53,3.06,2.92,13.38,37.4
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2006-10-26,18025.0,0.22,477,8,0.26,-0.33,0.33,2.91,0.55,10.79,40.89,-0.44,0.22,2.8,0.44,10.67,40.73
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2007-02-20,19200.0,0.34,464,9,0.39,0.1,0.21,-0.49,10.21,19.38,12.27,0.03,0.13,-0.57,10.12,19.28,12.18
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2007-04-04,19610.0,1.21,211,10,1.23,-0.03,2.14,3.14,20.35,32.43,15.63,-0.23,1.93,2.93,20.1,32.16,15.39
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2007-05-07,20480.0,1.26,205,11,1.32,-0.29,1.37,9.13,14.94,22.66,17.53,-0.02,1.64,9.42,15.25,22.99,17.85
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2007-07-04,23380.0,1.74,123,12,1.83,0.94,3.14,1.58,9.64,-0.04,-17.34,0.85,3.06,1.5,9.55,-0.13,-17.41
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2007-07-25,25685.0,1.08,264,12,1.03,-1.89,-8.7,-11.54,0.49,-18.96,-23.36,-2.21,-9.0,-11.84,0.16,-19.23,-23.61
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2007-08-31,23955.0,1.87,105,13,0.98,-0.23,-0.23,6.45,2.19,-11.31,-21.94,-0.83,-0.83,5.81,1.58,-11.85,-22.41
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2007-10-02,25525.0,2.3,62,14,1.15,0.29,1.74,1.86,-6.11,-9.52,-36.36,0.87,2.32,2.44,-5.58,-9.0,-35.99
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2007-10-31,26150.0,1.2,250,14,0.61,-0.57,-1.68,-8.99,-18.41,-9.5,-42.91,-0.99,-2.09,-9.37,-18.75,-9.88,-43.15
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2008-03-24,21490.0,0.56,492,15,0.31,0.91,3.33,8.89,2.42,-9.26,-26.24,-0.16,2.23,7.73,1.34,-10.22,-27.03
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2009-03-26,16500.0,1.23,317,16,0.55,-0.64,2.39,7.21,8.82,37.09,36.06,-1.03,1.99,6.79,8.39,36.55,35.53
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2009-04-06,17085.0,0.68,534,16,0.3,0.09,1.84,5.71,8.49,27.33,35.56,0.29,2.05,5.92,8.71,27.6,35.84
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2009-07-20,19400.0,2.86,64,17,2.01,0.44,2.68,4.25,11.57,17.47,16.88,-0.08,2.15,3.72,11.0,16.87,16.28
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2009-12-04,21635.0,0.49,687,18,0.37,0.46,2.08,4.3,2.73,0.44,19.3,0.09,1.7,3.91,2.35,0.07,18.86
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2010-01-20,22835.0,0.11,913,19,0.1,0.85,-4.97,-6.74,1.8,-0.46,23.28,1.79,-4.09,-5.88,2.74,0.46,24.42
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2010-06-16,22490.0,0.85,529,20,0.74,-0.09,0.71,2.33,5.58,18.14,18.59,-0.07,0.73,2.36,5.6,18.17,18.61
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2010-07-14,23090.0,1.41,310,20,1.19,-0.32,-0.82,-2.45,7.12,21.18,20.66,0.07,-0.43,-2.07,7.54,21.65,21.13
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2010-10-05,24515.0,0.16,962,21,0.2,1.37,-0.94,2.33,13.13,16.89,-5.45,0.67,-1.62,1.62,12.36,16.08,-6.1
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2010-10-26,24900.0,0.02,1068,21,0.02,-0.32,-0.02,1.67,11.67,19.56,1.24,-0.28,0.02,1.71,11.71,19.61,1.29
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2010-12-06,25830.0,0.1,1035,22,0.12,0.37,2.56,8.15,3.12,4.92,-4.78,0.37,2.56,8.15,3.12,4.92,-4.78
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2011-01-04,27915.0,0.65,679,22,0.82,0.07,-0.05,0.02,2.24,3.22,-13.36,0.16,0.04,0.11,2.33,3.32,-13.28
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2011-03-30,28275.0,1.16,430,23,1.06,0.37,1.34,3.84,-1.87,-18.23,-3.63,0.09,1.06,3.54,-2.15,-18.46,-3.9
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2011-07-05,28605.0,0.62,734,24,0.49,0.33,-2.46,-6.05,-21.34,-12.99,-15.08,0.38,-2.41,-6.0,-21.3,-12.94,-15.04
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2011-08-31,24335.0,1.8,218,25,0.98,-0.1,-2.4,-8.22,4.09,10.36,3.04,-0.12,-2.42,-8.24,4.07,10.33,3.02
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2011-10-12,23775.0,0.76,655,26,0.31,0.57,2.33,0.4,3.47,12.95,6.01,-0.52,1.23,-0.69,2.35,11.73,4.87
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2012-01-27,26255.0,0.15,1126,27,0.09,-1.12,0.15,1.2,0.7,-6.47,-0.82,-0.73,0.55,1.61,1.11,-6.1,-0.42
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2012-08-01,25090.0,0.06,1267,28,0.04,-0.6,1.22,-0.06,-1.0,3.33,-2.15,-0.83,0.97,-0.3,-1.23,3.08,-2.39
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2012-08-10,25995.0,0.21,1136,28,0.15,-0.73,-0.29,-2.73,-4.39,1.94,-4.69,-0.73,-0.29,-2.73,-4.39,1.94,-4.69
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2012-12-11,26025.0,0.31,1088,29,0.36,0.73,1.65,1.61,0.27,-5.13,-0.1,0.34,1.26,1.22,-0.11,-5.49,-0.48
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2013-01-02,27130.0,1.95,206,29,2.56,-0.35,-2.32,-4.02,-3.43,-12.13,-5.36,-1.01,-2.97,-4.65,-4.06,-12.71,-5.99
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2013-03-29,26560.0,0.4,1024,30,0.52,-0.28,-4.14,-4.88,-9.07,-1.68,-1.71,-0.43,-4.29,-5.02,-9.21,-1.82,-1.86
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2013-05-30,26115.0,0.08,1351,31,0.1,0.08,-3.89,-7.52,-4.73,1.19,0.31,-0.13,-4.09,-7.72,-4.93,0.97,0.1
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2013-08-14,24835.0,0.71,790,32,0.69,-0.24,-3.64,4.63,7.65,3.42,6.8,0.75,-2.68,5.67,8.72,4.45,7.87
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2013-09-11,26095.0,0.33,1135,32,0.31,0.11,0.38,3.28,-1.25,-3.93,-0.94,0.02,0.29,3.18,-1.34,-4.02,-1.03
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2013-10-21,27085.0,0.11,1343,33,0.16,0.0,-0.68,-1.29,-4.34,-2.92,-8.51,0.0,-0.68,-1.29,-4.34,-2.92,-8.51
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2013-11-28,26930.0,0.79,741,34,1.02,0.04,-3.19,-1.0,-4.59,-3.64,-6.16,0.3,-2.94,-0.74,-4.34,-3.39,-5.92
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2014-02-11,25345.0,0.38,1105,35,0.43,0.26,0.85,-0.18,3.22,4.42,0.18,-0.26,0.33,-0.69,2.69,3.89,-0.33
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2014-05-14,26160.0,1.26,465,36,1.85,0.02,0.06,-0.92,1.17,-4.38,1.11,0.02,0.06,-0.92,1.17,-4.38,1.11
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2014-07-30,27120.0,1.19,498,37,1.96,-0.48,-1.9,-2.36,-9.14,-6.12,-11.58,-0.28,-1.7,-2.16,-8.96,-5.93,-11.4
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2014-08-28,26555.0,0.09,1465,37,0.15,-0.28,-1.26,-4.86,-5.63,-3.8,-14.23,-0.04,-1.02,-4.62,-5.4,-3.57,-14.02
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2015-01-23,25285.0,0.58,963,38,0.81,0.0,0.28,0.85,7.75,-3.07,-6.96,0.26,0.54,1.11,8.03,-2.82,-6.72
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2015-02-24,25420.0,0.12,1472,39,0.18,0.35,0.96,2.91,1.97,-12.25,-4.43,0.04,0.65,2.59,1.65,-12.53,-4.73
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2015-04-16,27005.0,0.73,834,40,1.35,0.07,1.83,-2.91,-7.74,-8.07,-6.81,-0.07,1.68,-3.05,-7.88,-8.21,-6.95
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2015-06-23,25390.0,1.34,429,41,1.92,-0.04,-0.93,-2.68,-6.7,-3.54,-3.9,-0.18,-1.06,-2.81,-6.82,-3.68,-4.03
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2015-10-12,24680.0,0.59,981,42,0.63,-0.24,0.36,-0.38,-5.06,2.23,4.27,-0.16,0.45,-0.3,-4.99,2.31,4.36
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2016-02-19,23860.0,0.21,1461,43,0.2,0.17,0.42,4.4,-0.48,7.9,15.0,0.42,0.67,4.66,-0.23,8.17,15.29
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2016-06-07,24725.0,1.33,449,44,2.03,1.01,-1.84,-2.29,4.73,3.52,24.95,1.01,-1.84,-2.29,4.73,3.52,24.95
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2016-07-01,24600.0,0.82,791,44,0.96,0.35,-1.18,2.93,4.88,8.23,27.26,0.35,-1.18,2.93,4.88,8.23,27.26
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2016-09-22,25770.0,0.88,747,45,1.06,-0.08,0.68,0.14,1.61,11.14,22.18,-0.35,0.41,-0.14,1.34,10.84,21.85
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2016-10-20,25735.0,0.1,1691,45,0.14,-0.49,-0.66,-2.89,5.36,9.79,29.69,-0.41,-0.58,-2.82,5.44,9.88,29.79
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2016-12-01,25430.0,0.08,1739,46,0.1,-0.71,2.36,3.87,7.69,21.12,27.47,-0.28,2.8,4.32,8.16,21.64,28.02
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2017-01-02,26415.0,0.34,1347,47,0.51,0.8,1.19,3.03,8.08,18.11,25.27,0.53,0.93,2.76,7.8,17.8,24.94
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2017-03-16,28370.0,0.73,901,48,1.59,0.44,1.11,-0.55,9.41,12.41,12.37,0.37,1.04,-0.62,9.33,12.33,12.29
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2017-04-26,29105.0,0.6,1037,49,1.27,-1.44,3.16,5.09,8.09,15.94,9.48,0.26,4.95,6.9,9.96,17.95,11.38
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2017-05-26,30820.0,0.62,1026,49,0.93,-0.1,0.18,1.57,1.05,5.56,2.17,-0.48,-0.21,1.18,0.66,5.16,1.78
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2017-09-13,31090.0,0.05,1893,50,0.07,0.39,2.46,5.85,5.18,2.54,-3.12,0.37,2.44,5.84,5.16,2.52,-3.14
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2017-10-12,32825.0,0.64,1019,50,0.87,-0.12,-0.27,2.44,0.58,-2.54,-17.0,-0.08,-0.23,2.48,0.62,-2.5,-16.96
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2018-01-29,34105.0,0.68,990,51,0.94,-1.25,-4.08,-8.39,-5.97,-13.19,-15.16,-1.17,-4.01,-8.32,-5.9,-13.13,-15.1
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2018-03-12,32465.0,0.89,782,52,0.88,0.46,-0.17,-1.86,-4.07,-9.87,-13.29,0.48,-0.15,-1.85,-4.05,-9.86,-13.28
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2018-06-07,31800.0,0.87,802,53,1.07,-0.97,-2.55,-6.64,-7.28,-16.57,-13.52,-0.82,-2.39,-6.49,-7.13,-16.44,-13.39
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2018-08-23,29455.0,0.41,1365,54,0.52,0.39,1.31,2.14,-7.66,-3.36,-12.34,0.56,1.48,2.31,-7.5,-3.2,-12.19
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2018-09-27,30315.0,0.76,917,55,1.12,-0.63,-3.51,-13.34,-12.32,-3.97,-10.14,-0.76,-3.64,-13.46,-12.44,-4.1,-10.26
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2019-01-21,27825.0,0.05,2052,56,0.05,-0.5,2.68,5.14,3.47,-1.69,3.74,-0.59,2.59,5.04,3.38,-1.78,3.64
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2019-04-04,29110.0,0.1,1963,57,0.12,0.19,0.41,-3.33,-5.51,-6.42,-14.29,0.17,0.39,-3.35,-5.53,-6.44,-14.31
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2019-09-10,26885.0,0.43,1410,58,0.51,0.74,2.25,2.47,6.4,-14.04,19.73,0.43,1.93,2.15,6.06,-14.31,19.35
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2019-09-24,27840.0,0.6,1167,58,0.71,-1.44,-1.24,-0.18,5.37,-14.49,10.61,-0.96,-0.76,0.31,5.88,-14.08,11.15
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2019-11-06,28475.0,0.05,2158,59,0.07,-0.12,-1.16,-3.78,5.36,-10.15,15.68,0.0,-1.04,-3.66,5.49,-10.04,15.82
KODEX 200,원본가,테스트 B(연속 등락),N=5,2005,연속 상승,전체,2019-12-12,28605.0,1.82,260,60,2.24,1.56,3.01,6.1,-19.21,-1.49,29.87,0.29,1.73,4.78,-20.21,-2.71,28.26
